date,state,sex,ethnicity,age,population
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,25-29,38.8
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,30-34,44.7
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,35-39,46.4
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,40-44,31.8
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,45-49,26.4
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,50-54,15.7
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,55-59,15.4
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,60-64,9.4
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,65-69,12.9
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,70-74,9.1
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,75-79,4.5
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,80-84,2.6
1/1/2020,W.P. Kuala Lumpur,male,bumi_malay,85+,2.2
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,15-19,29
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,20-24,25.6
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,25-29,43.2
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,30-34,46.5
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,35-39,45.6
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,40-44,31.8
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,45-49,23.3
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,50-54,15.6
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,55-59,15.6
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,60-64,10
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,65-69,13.1
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,70-74,9.1
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,75-79,5.1
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,80-84,2
1/1/2020,W.P. Kuala Lumpur,female,bumi_malay,85+,1.7
1/1/2020,W.P. Labuan,male,bumi_malay,15-19,1
1/1/2020,W.P. Labuan,male,bumi_malay,20-24,0.8
1/1/2020,W.P. Labuan,male,bumi_malay,25-29,1.2
1/1/2020,W.P. Labuan,male,bumi_malay,30-34,1.2
1/1/2020,W.P. Labuan,male,bumi_malay,35-39,1.6
1/1/2020,W.P. Labuan,male,bumi_malay,40-44,0.7
1/1/2020,W.P. Labuan,male,bumi_malay,45-49,0.5
1/1/2020,W.P. Labuan,male,bumi_malay,50-54,0.5
1/1/2020,W.P. Labuan,male,bumi_malay,55-59,0.5
1/1/2020,W.P. Labuan,male,bumi_malay,60-64,0.3
1/1/2020,W.P. Labuan,male,bumi_malay,65-69,0.2
1/1/2020,W.P. Labuan,male,bumi_malay,70-74,0.1
1/1/2020,W.P. Labuan,male,bumi_malay,75-79,0
1/1/2020,W.P. Labuan,male,bumi_malay,80-84,0
1/1/2020,W.P. Labuan,male,bumi_malay,85+,0.1
1/1/2020,W.P. Labuan,female,bumi_malay,15-19,1.1
1/1/2020,W.P. Labuan,female,bumi_malay,20-24,1
1/1/2020,W.P. Labuan,female,bumi_malay,25-29,1.1
1/1/2020,W.P. Labuan,female,bumi_malay,30-34,1
1/1/2020,W.P. Labuan,female,bumi_malay,35-39,1.1
1/1/2020,W.P. Labuan,female,bumi_malay,40-44,0.5
1/1/2020,W.P. Labuan,female,bumi_malay,45-49,0.6
1/1/2020,W.P. Labuan,female,bumi_malay,50-54,0.4
1/1/2020,W.P. Labuan,female,bumi_malay,55-59,0.3
1/1/2020,W.P. Labuan,female,bumi_malay,60-64,0.2
1/1/2020,W.P. Labuan,female,bumi_malay,65-69,0.2
1/1/2020,W.P. Labuan,female,bumi_malay,70-74,0.1
1/1/2020,W.P. Labuan,female,bumi_malay,75-79,0
1/1/2020,W.P. Labuan,female,bumi_malay,80-84,0
1/1/2020,W.P. Labuan,female,bumi_malay,85+,0.1
1/1/2020,W.P. Putrajaya,male,bumi_malay,15-19,2.9
1/1/2020,W.P. Putrajaya,male,bumi_malay,20-24,1.7
1/1/2020,W.P. Putrajaya,male,bumi_malay,25-29,2.3
1/1/2020,W.P. Putrajaya,male,bumi_malay,30-34,4.4
1/1/2020,W.P. Putrajaya,male,bumi_malay,35-39,7.3
1/1/2020,W.P. Putrajaya,male,bumi_malay,40-44,4.3
1/1/2020,W.P. Putrajaya,male,bumi_malay,45-49,2.1
1/1/2020,W.P. Putrajaya,male,bumi_malay,50-54,1.4
1/1/2020,W.P. Putrajaya,male,bumi_malay,55-59,1.1
1/1/2020,W.P. Putrajaya,male,bumi_malay,60-64,0.6
1/1/2020,W.P. Putrajaya,male,bumi_malay,65-69,0.3
1/1/2020,W.P. Putrajaya,male,bumi_malay,70-74,0.1
1/1/2020,W.P. Putrajaya,male,bumi_malay,75-79,0.1
1/1/2020,W.P. Putrajaya,male,bumi_malay,80-84,0
1/1/2020,W.P. Putrajaya,male,bumi_malay,85+,0
1/1/2020,W.P. Putrajaya,female,bumi_malay,15-19,2.7
1/1/2020,W.P. Putrajaya,female,bumi_malay,20-24,2
1/1/2020,W.P. Putrajaya,female,bumi_malay,25-29,3.3
1/1/2020,W.P. Putrajaya,female,bumi_malay,30-34,6
1/1/2020,W.P. Putrajaya,female,bumi_malay,35-39,8.9
1/1/2020,W.P. Putrajaya,female,bumi_malay,40-44,4.2
1/1/2020,W.P. Putrajaya,female,bumi_malay,45-49,2
1/1/2020,W.P. Putrajaya,female,bumi_malay,50-54,1.4
1/1/2020,W.P. Putrajaya,female,bumi_malay,55-59,1
1/1/2020,W.P. Putrajaya,female,bumi_malay,60-64,0.7
1/1/2020,W.P. Putrajaya,female,bumi_malay,65-69,0.4
1/1/2020,W.P. Putrajaya,female,bumi_malay,70-74,0.2
1/1/2020,W.P. Putrajaya,female,bumi_malay,75-79,0.1
1/1/2020,W.P. Putrajaya,female,bumi_malay,80-84,0.1
1/1/2020,W.P. Putrajaya,female,bumi_malay,85+,0
1/1/2021,Johor,male,bumi_malay,15-19,100.6
1/1/2021,Johor,male,bumi_malay,20-24,102.3
1/1/2021,Johor,male,bumi_malay,25-29,90.2
1/1/2021,Johor,male,bumi_malay,30-34,90.8
1/1/2021,Johor,male,bumi_malay,35-39,86.2
1/1/2021,Johor,male,bumi_malay,40-44,69.5
1/1/2021,Johor,male,bumi_malay,45-49,58.9
1/1/2021,Johor,male,bumi_malay,50-54,53.7
1/1/2021,Johor,male,bumi_malay,55-59,50.2
1/1/2021,Johor,male,bumi_malay,60-64,41.2
1/1/2021,Johor,male,bumi_malay,65-69,26.5
1/1/2021,Johor,male,bumi_malay,70-74,17.8
1/1/2021,Johor,male,bumi_malay,75-79,9.5
1/1/2021,Johor,male,bumi_malay,80-84,5.5
1/1/2021,Johor,male,bumi_malay,85+,5.4
1/1/2021,Johor,female,bumi_malay,15-19,94.6
1/1/2021,Johor,female,bumi_malay,20-24,95.5
1/1/2021,Johor,female,bumi_malay,25-29,85.4
1/1/2021,Johor,female,bumi_malay,30-34,85.9
1/1/2021,Johor,female,bumi_malay,35-39,84.9
1/1/2021,Johor,female,bumi_malay,40-44,66.4
1/1/2021,Johor,female,bumi_malay,45-49,58.1
1/1/2021,Johor,female,bumi_malay,50-54,55.5
1/1/2021,Johor,female,bumi_malay,55-59,49.9
1/1/2021,Johor,female,bumi_malay,60-64,42.1
1/1/2021,Johor,female,bumi_malay,65-69,27.9
1/1/2021,Johor,female,bumi_malay,70-74,18.5
1/1/2021,Johor,female,bumi_malay,75-79,10.8
1/1/2021,Johor,female,bumi_malay,80-84,6.7
1/1/2021,Johor,female,bumi_malay,85+,5.1
1/1/2021,Kedah,male,bumi_malay,15-19,75.5
1/1/2021,Kedah,male,bumi_malay,20-24,86.9
1/1/2021,Kedah,male,bumi_malay,25-29,77.7
1/1/2021,Kedah,male,bumi_malay,30-34,59.4
1/1/2021,Kedah,male,bumi_malay,35-39,49.4
1/1/2021,Kedah,male,bumi_malay,40-44,44.8
1/1/2021,Kedah,male,bumi_malay,45-49,43
1/1/2021,Kedah,male,bumi_malay,50-54,40
1/1/2021,Kedah,male,bumi_malay,55-59,38.2
1/1/2021,Kedah,male,bumi_malay,60-64,32.1
1/1/2021,Kedah,male,bumi_malay,65-69,25.6
1/1/2021,Kedah,male,bumi_malay,70-74,18.1
1/1/2021,Kedah,male,bumi_malay,75-79,9.3
1/1/2021,Kedah,male,bumi_malay,80-84,6.2
1/1/2021,Kedah,male,bumi_malay,85+,4.2
1/1/2021,Kedah,female,bumi_malay,15-19,69.8
1/1/2021,Kedah,female,bumi_malay,20-24,81
1/1/2021,Kedah,female,bumi_malay,25-29,74.5
1/1/2021,Kedah,female,bumi_malay,30-34,58.3
1/1/2021,Kedah,female,bumi_malay,35-39,53.9
1/1/2021,Kedah,female,bumi_malay,40-44,45.4
1/1/2021,Kedah,female,bumi_malay,45-49,44.7
1/1/2021,Kedah,female,bumi_malay,50-54,44.2
1/1/2021,Kedah,female,bumi_malay,55-59,40.3
1/1/2021,Kedah,female,bumi_malay,60-64,35.7
1/1/2021,Kedah,female,bumi_malay,65-69,28.3
1/1/2021,Kedah,female,bumi_malay,70-74,19.8
1/1/2021,Kedah,female,bumi_malay,75-79,12.1
1/1/2021,Kedah,female,bumi_malay,80-84,8.6
1/1/2021,Kedah,female,bumi_malay,85+,4.8
1/1/2021,Kelantan,male,bumi_malay,15-19,97.8
1/1/2021,Kelantan,male,bumi_malay,20-24,81.4
1/1/2021,Kelantan,male,bumi_malay,25-29,63.2
1/1/2021,Kelantan,male,bumi_malay,30-34,54.5
1/1/2021,Kelantan,male,bumi_malay,35-39,51
1/1/2021,Kelantan,male,bumi_malay,40-44,41.3
1/1/2021,Kelantan,male,bumi_malay,45-49,37.4
1/1/2021,Kelantan,male,bumi_malay,50-54,36.3
1/1/2021,Kelantan,male,bumi_malay,55-59,36.1
1/1/2021,Kelantan,male,bumi_malay,60-64,30.9
1/1/2021,Kelantan,male,bumi_malay,65-69,21.7
1/1/2021,Kelantan,male,bumi_malay,70-74,15
1/1/2021,Kelantan,male,bumi_malay,75-79,8.3
1/1/2021,Kelantan,male,bumi_malay,80-84,3.5
1/1/2021,Kelantan,male,bumi_malay,85+,2
1/1/2021,Kelantan,female,bumi_malay,15-19,94.1
1/1/2021,Kelantan,female,bumi_malay,20-24,87.7
1/1/2021,Kelantan,female,bumi_malay,25-29,61.4
1/1/2021,Kelantan,female,bumi_malay,30-34,52.4
1/1/2021,Kelantan,female,bumi_malay,35-39,49.9
1/1/2021,Kelantan,female,bumi_malay,40-44,40.7
1/1/2021,Kelantan,female,bumi_malay,45-49,40.3
1/1/2021,Kelantan,female,bumi_malay,50-54,39.9
1/1/2021,Kelantan,female,bumi_malay,55-59,39.7
1/1/2021,Kelantan,female,bumi_malay,60-64,33.8
1/1/2021,Kelantan,female,bumi_malay,65-69,24.4
1/1/2021,Kelantan,female,bumi_malay,70-74,16.5
1/1/2021,Kelantan,female,bumi_malay,75-79,9.7
1/1/2021,Kelantan,female,bumi_malay,80-84,5.5
1/1/2021,Kelantan,female,bumi_malay,85+,3.4
1/1/2021,Melaka,male,bumi_malay,15-19,37.4
1/1/2021,Melaka,male,bumi_malay,20-24,36.7
1/1/2021,Melaka,male,bumi_malay,25-29,26.8
1/1/2021,Melaka,male,bumi_malay,30-34,24.5
1/1/2021,Melaka,male,bumi_malay,35-39,25
1/1/2021,Melaka,male,bumi_malay,40-44,28.5
1/1/2021,Melaka,male,bumi_malay,45-49,13.5
1/1/2021,Melaka,male,bumi_malay,50-54,12.2
1/1/2021,Melaka,male,bumi_malay,55-59,12.1
1/1/2021,Melaka,male,bumi_malay,60-64,10.7
1/1/2021,Melaka,male,bumi_malay,65-69,7.5
1/1/2021,Melaka,male,bumi_malay,70-74,4.5
1/1/2021,Melaka,male,bumi_malay,75-79,2.2
1/1/2021,Melaka,male,bumi_malay,80-84,1.1
1/1/2021,Melaka,male,bumi_malay,85+,0.6
1/1/2021,Melaka,female,bumi_malay,15-19,34
1/1/2021,Melaka,female,bumi_malay,20-24,32.2
1/1/2021,Melaka,female,bumi_malay,25-29,29.6
1/1/2021,Melaka,female,bumi_malay,30-34,23.8
1/1/2021,Melaka,female,bumi_malay,35-39,23.6
1/1/2021,Melaka,female,bumi_malay,40-44,24.4
1/1/2021,Melaka,female,bumi_malay,45-49,17.9
1/1/2021,Melaka,female,bumi_malay,50-54,13
1/1/2021,Melaka,female,bumi_malay,55-59,13
1/1/2021,Melaka,female,bumi_malay,60-64,11
1/1/2021,Melaka,female,bumi_malay,65-69,8.7
1/1/2021,Melaka,female,bumi_malay,70-74,5.1
1/1/2021,Melaka,female,bumi_malay,75-79,2.7
1/1/2021,Melaka,female,bumi_malay,80-84,1.6
1/1/2021,Melaka,female,bumi_malay,85+,1
1/1/2021,Negeri Sembilan,male,bumi_malay,15-19,31.8
1/1/2021,Negeri Sembilan,male,bumi_malay,20-24,30.9
1/1/2021,Negeri Sembilan,male,bumi_malay,25-29,27.8
1/1/2021,Negeri Sembilan,male,bumi_malay,30-34,30.5
1/1/2021,Negeri Sembilan,male,bumi_malay,35-39,30.1
1/1/2021,Negeri Sembilan,male,bumi_malay,40-44,22.3
1/1/2021,Negeri Sembilan,male,bumi_malay,45-49,17.9
1/1/2021,Negeri Sembilan,male,bumi_malay,50-54,14.2
1/1/2021,Negeri Sembilan,male,bumi_malay,55-59,16.3
1/1/2021,Negeri Sembilan,male,bumi_malay,60-64,13.3
1/1/2021,Negeri Sembilan,male,bumi_malay,65-69,10.2
1/1/2021,Negeri Sembilan,male,bumi_malay,70-74,6.2
1/1/2021,Negeri Sembilan,male,bumi_malay,75-79,2.5
1/1/2021,Negeri Sembilan,male,bumi_malay,80-84,1.3
1/1/2021,Negeri Sembilan,male,bumi_malay,85+,0.5
1/1/2021,Negeri Sembilan,female,bumi_malay,15-19,28.6
1/1/2021,Negeri Sembilan,female,bumi_malay,20-24,33.3
1/1/2021,Negeri Sembilan,female,bumi_malay,25-29,27.2
1/1/2021,Negeri Sembilan,female,bumi_malay,30-34,29.5
1/1/2021,Negeri Sembilan,female,bumi_malay,35-39,28.9
1/1/2021,Negeri Sembilan,female,bumi_malay,40-44,21.6
1/1/2021,Negeri Sembilan,female,bumi_malay,45-49,17.9
1/1/2021,Negeri Sembilan,female,bumi_malay,50-54,15.5
1/1/2021,Negeri Sembilan,female,bumi_malay,55-59,17.5
1/1/2021,Negeri Sembilan,female,bumi_malay,60-64,14
1/1/2021,Negeri Sembilan,female,bumi_malay,65-69,10.6
1/1/2021,Negeri Sembilan,female,bumi_malay,70-74,6.4
1/1/2021,Negeri Sembilan,female,bumi_malay,75-79,2.9
1/1/2021,Negeri Sembilan,female,bumi_malay,80-84,1.7
1/1/2021,Negeri Sembilan,female,bumi_malay,85+,0.8
1/1/2021,Pahang,male,bumi_malay,15-19,61.9
1/1/2021,Pahang,male,bumi_malay,20-24,47.7
1/1/2021,Pahang,male,bumi_malay,25-29,40
1/1/2021,Pahang,male,bumi_malay,30-34,43.4
1/1/2021,Pahang,male,bumi_malay,35-39,48
1/1/2021,Pahang,male,bumi_malay,40-44,43.6
1/1/2021,Pahang,male,bumi_malay,45-49,31.2
1/1/2021,Pahang,male,bumi_malay,50-54,25.1
1/1/2021,Pahang,male,bumi_malay,55-59,22.8
1/1/2021,Pahang,male,bumi_malay,60-64,19
1/1/2021,Pahang,male,bumi_malay,65-69,14.5
1/1/2021,Pahang,male,bumi_malay,70-74,11.7
1/1/2021,Pahang,male,bumi_malay,75-79,5.7
1/1/2021,Pahang,male,bumi_malay,80-84,3.2
1/1/2021,Pahang,male,bumi_malay,85+,3
1/1/2021,Pahang,female,bumi_malay,15-19,55.6
1/1/2021,Pahang,female,bumi_malay,20-24,45.1
1/1/2021,Pahang,female,bumi_malay,25-29,38
1/1/2021,Pahang,female,bumi_malay,30-34,42.6
1/1/2021,Pahang,female,bumi_malay,35-39,46.4
1/1/2021,Pahang,female,bumi_malay,40-44,41.9
1/1/2021,Pahang,female,bumi_malay,45-49,31.4
1/1/2021,Pahang,female,bumi_malay,50-54,25.1
1/1/2021,Pahang,female,bumi_malay,55-59,23.3
1/1/2021,Pahang,female,bumi_malay,60-64,19.6
1/1/2021,Pahang,female,bumi_malay,65-69,15.3
1/1/2021,Pahang,female,bumi_malay,70-74,11.8
1/1/2021,Pahang,female,bumi_malay,75-79,5.9
1/1/2021,Pahang,female,bumi_malay,80-84,3.8
1/1/2021,Pahang,female,bumi_malay,85+,2.7
1/1/2021,Perak,male,bumi_malay,15-19,68.9
1/1/2021,Perak,male,bumi_malay,20-24,66.6
1/1/2021,Perak,male,bumi_malay,25-29,52.8
1/1/2021,Perak,male,bumi_malay,30-34,49.7
1/1/2021,Perak,male,bumi_malay,35-39,53
1/1/2021,Perak,male,bumi_malay,40-44,45.3
1/1/2021,Perak,male,bumi_malay,45-49,32.4
1/1/2021,Perak,male,bumi_malay,50-54,30.6
1/1/2021,Perak,male,bumi_malay,55-59,31.8
1/1/2021,Perak,male,bumi_malay,60-64,27.7
1/1/2021,Perak,male,bumi_malay,65-69,20.3
1/1/2021,Perak,male,bumi_malay,70-74,13.1
1/1/2021,Perak,male,bumi_malay,75-79,6
1/1/2021,Perak,male,bumi_malay,80-84,3.2
1/1/2021,Perak,male,bumi_malay,85+,1.5
1/1/2021,Perak,female,bumi_malay,15-19,63.4
1/1/2021,Perak,female,bumi_malay,20-24,64.3
1/1/2021,Perak,female,bumi_malay,25-29,50.2
1/1/2021,Perak,female,bumi_malay,30-34,48.4
1/1/2021,Perak,female,bumi_malay,35-39,52.3
1/1/2021,Perak,female,bumi_malay,40-44,42
1/1/2021,Perak,female,bumi_malay,45-49,36.8
1/1/2021,Perak,female,bumi_malay,50-54,33.2
1/1/2021,Perak,female,bumi_malay,55-59,35.3
1/1/2021,Perak,female,bumi_malay,60-64,29.8
1/1/2021,Perak,female,bumi_malay,65-69,23.2
1/1/2021,Perak,female,bumi_malay,70-74,15.6
1/1/2021,Perak,female,bumi_malay,75-79,8.1
1/1/2021,Perak,female,bumi_malay,80-84,4.9
1/1/2021,Perak,female,bumi_malay,85+,2.9
1/1/2021,Perlis,male,bumi_malay,15-19,16.6
1/1/2021,Perlis,male,bumi_malay,20-24,13.9
1/1/2021,Perlis,male,bumi_malay,25-29,10.1
1/1/2021,Perlis,male,bumi_malay,30-34,8.4
1/1/2021,Perlis,male,bumi_malay,35-39,8.7
1/1/2021,Perlis,male,bumi_malay,40-44,10.7
1/1/2021,Perlis,male,bumi_malay,45-49,5.1
1/1/2021,Perlis,male,bumi_malay,50-54,4.9
1/1/2021,Perlis,male,bumi_malay,55-59,5
1/1/2021,Perlis,male,bumi_malay,60-64,4.5
1/1/2021,Perlis,male,bumi_malay,65-69,3.4
1/1/2021,Perlis,male,bumi_malay,70-74,2.5
1/1/2021,Perlis,male,bumi_malay,75-79,1.4
1/1/2021,Perlis,male,bumi_malay,80-84,0.8
1/1/2021,Perlis,male,bumi_malay,85+,0.4
1/1/2021,Perlis,female,bumi_malay,15-19,15.2
1/1/2021,Perlis,female,bumi_malay,20-24,14.6
1/1/2021,Perlis,female,bumi_malay,25-29,9
1/1/2021,Perlis,female,bumi_malay,30-34,7.6
1/1/2021,Perlis,female,bumi_malay,35-39,8.7
1/1/2021,Perlis,female,bumi_malay,40-44,10.2
1/1/2021,Perlis,female,bumi_malay,45-49,7.3
1/1/2021,Perlis,female,bumi_malay,50-54,5.3
1/1/2021,Perlis,female,bumi_malay,55-59,5.6
1/1/2021,Perlis,female,bumi_malay,60-64,4.8
1/1/2021,Perlis,female,bumi_malay,65-69,4.5
1/1/2021,Perlis,female,bumi_malay,70-74,2.9
1/1/2021,Perlis,female,bumi_malay,75-79,1.7
1/1/2021,Perlis,female,bumi_malay,80-84,1
1/1/2021,Perlis,female,bumi_malay,85+,0.8
1/1/2021,Pulau Pinang,male,bumi_malay,15-19,30.2
1/1/2021,Pulau Pinang,male,bumi_malay,20-24,36
1/1/2021,Pulau Pinang,male,bumi_malay,25-29,36.9
1/1/2021,Pulau Pinang,male,bumi_malay,30-34,34
1/1/2021,Pulau Pinang,male,bumi_malay,35-39,35.2
1/1/2021,Pulau Pinang,male,bumi_malay,40-44,25.8
1/1/2021,Pulau Pinang,male,bumi_malay,45-49,22.8
1/1/2021,Pulau Pinang,male,bumi_malay,50-54,19.7
1/1/2021,Pulau Pinang,male,bumi_malay,55-59,15.8
1/1/2021,Pulau Pinang,male,bumi_malay,60-64,12.7
1/1/2021,Pulau Pinang,male,bumi_malay,65-69,8.5
1/1/2021,Pulau Pinang,male,bumi_malay,70-74,4.2
1/1/2021,Pulau Pinang,male,bumi_malay,75-79,1.8
1/1/2021,Pulau Pinang,male,bumi_malay,80-84,0.7
1/1/2021,Pulau Pinang,male,bumi_malay,85+,0.3
1/1/2021,Pulau Pinang,female,bumi_malay,15-19,28.3
1/1/2021,Pulau Pinang,female,bumi_malay,20-24,31.7
1/1/2021,Pulau Pinang,female,bumi_malay,25-29,35.2
1/1/2021,Pulau Pinang,female,bumi_malay,30-34,37.3
1/1/2021,Pulau Pinang,female,bumi_malay,35-39,34.1
1/1/2021,Pulau Pinang,female,bumi_malay,40-44,24.9
1/1/2021,Pulau Pinang,female,bumi_malay,45-49,21.8
1/1/2021,Pulau Pinang,female,bumi_malay,50-54,19.2
1/1/2021,Pulau Pinang,female,bumi_malay,55-59,16.4
1/1/2021,Pulau Pinang,female,bumi_malay,60-64,13.6
1/1/2021,Pulau Pinang,female,bumi_malay,65-69,9.3
1/1/2021,Pulau Pinang,female,bumi_malay,70-74,4.6
1/1/2021,Pulau Pinang,female,bumi_malay,75-79,2.1
1/1/2021,Pulau Pinang,female,bumi_malay,80-84,0.9
1/1/2021,Pulau Pinang,female,bumi_malay,85+,0.4
1/1/2021,Sabah,male,bumi_malay,15-19,25.7
1/1/2021,Sabah,male,bumi_malay,20-24,16.3
1/1/2021,Sabah,male,bumi_malay,25-29,12.9
1/1/2021,Sabah,male,bumi_malay,30-34,16.3
1/1/2021,Sabah,male,bumi_malay,35-39,15.8
1/1/2021,Sabah,male,bumi_malay,40-44,10.9
1/1/2021,Sabah,male,bumi_malay,45-49,8.5
1/1/2021,Sabah,male,bumi_malay,50-54,7
1/1/2021,Sabah,male,bumi_malay,55-59,6.2
1/1/2021,Sabah,male,bumi_malay,60-64,4.1
1/1/2021,Sabah,male,bumi_malay,65-69,3.2
1/1/2021,Sabah,male,bumi_malay,70-74,1.4
1/1/2021,Sabah,male,bumi_malay,75-79,0.5
1/1/2021,Sabah,male,bumi_malay,80-84,0
1/1/2021,Sabah,male,bumi_malay,85+,0.1
1/1/2021,Sabah,female,bumi_malay,15-19,16.5
1/1/2021,Sabah,female,bumi_malay,20-24,10.5
1/1/2021,Sabah,female,bumi_malay,25-29,8.5
1/1/2021,Sabah,female,bumi_malay,30-34,12.2
1/1/2021,Sabah,female,bumi_malay,35-39,10.9
1/1/2021,Sabah,female,bumi_malay,40-44,7.6
1/1/2021,Sabah,female,bumi_malay,45-49,5.6
1/1/2021,Sabah,female,bumi_malay,50-54,4.2
1/1/2021,Sabah,female,bumi_malay,55-59,3.8
1/1/2021,Sabah,female,bumi_malay,60-64,2.5
1/1/2021,Sabah,female,bumi_malay,65-69,5.4
