date,state,sex,ethnicity,age,population
1/1/2021,Sabah,female,bumi_malay,70-74,3.3
1/1/2021,Sabah,female,bumi_malay,75-79,1.9
1/1/2021,Sabah,female,bumi_malay,80-84,0.3
1/1/2021,Sabah,female,bumi_malay,85+,0.3
1/1/2021,Sarawak,male,bumi_malay,15-19,28.3
1/1/2021,Sarawak,male,bumi_malay,20-24,29.7
1/1/2021,Sarawak,male,bumi_malay,25-29,27.4
1/1/2021,Sarawak,male,bumi_malay,30-34,25.1
1/1/2021,Sarawak,male,bumi_malay,35-39,22.1
1/1/2021,Sarawak,male,bumi_malay,40-44,18
1/1/2021,Sarawak,male,bumi_malay,45-49,16.2
1/1/2021,Sarawak,male,bumi_malay,50-54,14.7
1/1/2021,Sarawak,male,bumi_malay,55-59,13.3
1/1/2021,Sarawak,male,bumi_malay,60-64,10.1
1/1/2021,Sarawak,male,bumi_malay,65-69,7.5
1/1/2021,Sarawak,male,bumi_malay,70-74,4.5
1/1/2021,Sarawak,male,bumi_malay,75-79,2.8
1/1/2021,Sarawak,male,bumi_malay,80-84,1.2
1/1/2021,Sarawak,male,bumi_malay,85+,0.6
1/1/2021,Sarawak,female,bumi_malay,15-19,26.6
1/1/2021,Sarawak,female,bumi_malay,20-24,29
1/1/2021,Sarawak,female,bumi_malay,25-29,25.7
1/1/2021,Sarawak,female,bumi_malay,30-34,23.5
1/1/2021,Sarawak,female,bumi_malay,35-39,20.9
1/1/2021,Sarawak,female,bumi_malay,40-44,18
1/1/2021,Sarawak,female,bumi_malay,45-49,15.9
1/1/2021,Sarawak,female,bumi_malay,50-54,14.7
1/1/2021,Sarawak,female,bumi_malay,55-59,13.1
1/1/2021,Sarawak,female,bumi_malay,60-64,10.4
1/1/2021,Sarawak,female,bumi_malay,65-69,7.6
1/1/2021,Sarawak,female,bumi_malay,70-74,4.6
1/1/2021,Sarawak,female,bumi_malay,75-79,3.2
1/1/2021,Sarawak,female,bumi_malay,80-84,1.6
1/1/2021,Sarawak,female,bumi_malay,85+,1
1/1/2021,Selangor,male,bumi_malay,15-19,167.7
1/1/2021,Selangor,male,bumi_malay,20-24,159
1/1/2021,Selangor,male,bumi_malay,25-29,153.5
1/1/2021,Selangor,male,bumi_malay,30-34,196.7
1/1/2021,Selangor,male,bumi_malay,35-39,194.6
1/1/2021,Selangor,male,bumi_malay,40-44,152.6
1/1/2021,Selangor,male,bumi_malay,45-49,124.9
1/1/2021,Selangor,male,bumi_malay,50-54,98.9
1/1/2021,Selangor,male,bumi_malay,55-59,81.4
1/1/2021,Selangor,male,bumi_malay,60-64,61.9
1/1/2021,Selangor,male,bumi_malay,65-69,61.3
1/1/2021,Selangor,male,bumi_malay,70-74,42
1/1/2021,Selangor,male,bumi_malay,75-79,18.4
1/1/2021,Selangor,male,bumi_malay,80-84,8.5
1/1/2021,Selangor,male,bumi_malay,85+,7.9
1/1/2021,Selangor,female,bumi_malay,15-19,153.4
1/1/2021,Selangor,female,bumi_malay,20-24,144.1
1/1/2021,Selangor,female,bumi_malay,25-29,155.4
1/1/2021,Selangor,female,bumi_malay,30-34,212.8
1/1/2021,Selangor,female,bumi_malay,35-39,196.4
1/1/2021,Selangor,female,bumi_malay,40-44,140
1/1/2021,Selangor,female,bumi_malay,45-49,111.8
1/1/2021,Selangor,female,bumi_malay,50-54,91.6
1/1/2021,Selangor,female,bumi_malay,55-59,75.5
1/1/2021,Selangor,female,bumi_malay,60-64,57.8
1/1/2021,Selangor,female,bumi_malay,65-69,55.5
1/1/2021,Selangor,female,bumi_malay,70-74,43.8
1/1/2021,Selangor,female,bumi_malay,75-79,20.5
1/1/2021,Selangor,female,bumi_malay,80-84,9.8
1/1/2021,Selangor,female,bumi_malay,85+,7
1/1/2021,Terengganu,male,bumi_malay,15-19,55.2
1/1/2021,Terengganu,male,bumi_malay,20-24,54.1
1/1/2021,Terengganu,male,bumi_malay,25-29,43.8
1/1/2021,Terengganu,male,bumi_malay,30-34,42.2
1/1/2021,Terengganu,male,bumi_malay,35-39,41.7
1/1/2021,Terengganu,male,bumi_malay,40-44,33.6
1/1/2021,Terengganu,male,bumi_malay,45-49,27
1/1/2021,Terengganu,male,bumi_malay,50-54,24.3
1/1/2021,Terengganu,male,bumi_malay,55-59,22.8
1/1/2021,Terengganu,male,bumi_malay,60-64,18.7
1/1/2021,Terengganu,male,bumi_malay,65-69,13.5
1/1/2021,Terengganu,male,bumi_malay,70-74,8.1
1/1/2021,Terengganu,male,bumi_malay,75-79,4.8
1/1/2021,Terengganu,male,bumi_malay,80-84,2
1/1/2021,Terengganu,male,bumi_malay,85+,0.9
1/1/2021,Terengganu,female,bumi_malay,15-19,51.5
1/1/2021,Terengganu,female,bumi_malay,20-24,53.7
1/1/2021,Terengganu,female,bumi_malay,25-29,41.8
1/1/2021,Terengganu,female,bumi_malay,30-34,40.6
1/1/2021,Terengganu,female,bumi_malay,35-39,39.7
1/1/2021,Terengganu,female,bumi_malay,40-44,32.1
1/1/2021,Terengganu,female,bumi_malay,45-49,28.2
1/1/2021,Terengganu,female,bumi_malay,50-54,25.9
1/1/2021,Terengganu,female,bumi_malay,55-59,24.6
1/1/2021,Terengganu,female,bumi_malay,60-64,20.2
1/1/2021,Terengganu,female,bumi_malay,65-69,14.6
1/1/2021,Terengganu,female,bumi_malay,70-74,8.7
1/1/2021,Terengganu,female,bumi_malay,75-79,5.9
1/1/2021,Terengganu,female,bumi_malay,80-84,3.3
1/1/2021,Terengganu,female,bumi_malay,85+,1.7
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,15-19,32.8
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,20-24,25.7
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,25-29,34.6
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,30-34,44.5
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,35-39,46.5
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,40-44,35.4
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,45-49,26.4
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,50-54,17.3
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,55-59,14.2
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,60-64,11.3
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,65-69,11.8
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,70-74,9.5
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,75-79,5
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,80-84,2.9
1/1/2021,W.P. Kuala Lumpur,male,bumi_malay,85+,2.5
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,15-19,30.3
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,20-24,24.2
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,25-29,39.1
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,30-34,46.7
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,35-39,47
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,40-44,34.1
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,45-49,24.6
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,50-54,16.3
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,55-59,14.8
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,60-64,11.4
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,65-69,12.1
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,70-74,9.7
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,75-79,5.7
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,80-84,2.5
1/1/2021,W.P. Kuala Lumpur,female,bumi_malay,85+,1.7
1/1/2021,W.P. Labuan,male,bumi_malay,15-19,1.4
1/1/2021,W.P. Labuan,male,bumi_malay,20-24,1.3
1/1/2021,W.P. Labuan,male,bumi_malay,25-29,1.6
1/1/2021,W.P. Labuan,male,bumi_malay,30-34,1.6
1/1/2021,W.P. Labuan,male,bumi_malay,35-39,2.3
1/1/2021,W.P. Labuan,male,bumi_malay,40-44,1.3
1/1/2021,W.P. Labuan,male,bumi_malay,45-49,0.8
1/1/2021,W.P. Labuan,male,bumi_malay,50-54,0.6
1/1/2021,W.P. Labuan,male,bumi_malay,55-59,0.7
1/1/2021,W.P. Labuan,male,bumi_malay,60-64,0.5
1/1/2021,W.P. Labuan,male,bumi_malay,65-69,0.2
1/1/2021,W.P. Labuan,male,bumi_malay,70-74,0.2
1/1/2021,W.P. Labuan,male,bumi_malay,75-79,0.1
1/1/2021,W.P. Labuan,male,bumi_malay,80-84,0
1/1/2021,W.P. Labuan,male,bumi_malay,85+,0.1
1/1/2021,W.P. Labuan,female,bumi_malay,15-19,1.4
1/1/2021,W.P. Labuan,female,bumi_malay,20-24,1.6
1/1/2021,W.P. Labuan,female,bumi_malay,25-29,1.5
1/1/2021,W.P. Labuan,female,bumi_malay,30-34,1.5
1/1/2021,W.P. Labuan,female,bumi_malay,35-39,1.7
1/1/2021,W.P. Labuan,female,bumi_malay,40-44,0.8
1/1/2021,W.P. Labuan,female,bumi_malay,45-49,0.9
1/1/2021,W.P. Labuan,female,bumi_malay,50-54,0.6
1/1/2021,W.P. Labuan,female,bumi_malay,55-59,0.5
1/1/2021,W.P. Labuan,female,bumi_malay,60-64,0.4
1/1/2021,W.P. Labuan,female,bumi_malay,65-69,0.3
1/1/2021,W.P. Labuan,female,bumi_malay,70-74,0.1
1/1/2021,W.P. Labuan,female,bumi_malay,75-79,0.1
1/1/2021,W.P. Labuan,female,bumi_malay,80-84,0
1/1/2021,W.P. Labuan,female,bumi_malay,85+,0.1
1/1/2021,W.P. Putrajaya,male,bumi_malay,15-19,3.5
1/1/2021,W.P. Putrajaya,male,bumi_malay,20-24,1.8
1/1/2021,W.P. Putrajaya,male,bumi_malay,25-29,2.3
1/1/2021,W.P. Putrajaya,male,bumi_malay,30-34,3.8
1/1/2021,W.P. Putrajaya,male,bumi_malay,35-39,7.3
1/1/2021,W.P. Putrajaya,male,bumi_malay,40-44,5.3
1/1/2021,W.P. Putrajaya,male,bumi_malay,45-49,2.5
1/1/2021,W.P. Putrajaya,male,bumi_malay,50-54,1.5
1/1/2021,W.P. Putrajaya,male,bumi_malay,55-59,1.2
1/1/2021,W.P. Putrajaya,male,bumi_malay,60-64,0.7
1/1/2021,W.P. Putrajaya,male,bumi_malay,65-69,0.4
1/1/2021,W.P. Putrajaya,male,bumi_malay,70-74,0.2
1/1/2021,W.P. Putrajaya,male,bumi_malay,75-79,0.1
1/1/2021,W.P. Putrajaya,male,bumi_malay,80-84,0
1/1/2021,W.P. Putrajaya,male,bumi_malay,85+,0
1/1/2021,W.P. Putrajaya,female,bumi_malay,15-19,3.2
1/1/2021,W.P. Putrajaya,female,bumi_malay,20-24,1.8
1/1/2021,W.P. Putrajaya,female,bumi_malay,25-29,3.3
1/1/2021,W.P. Putrajaya,female,bumi_malay,30-34,5.2
1/1/2021,W.P. Putrajaya,female,bumi_malay,35-39,9.4
1/1/2021,W.P. Putrajaya,female,bumi_malay,40-44,5.4
1/1/2021,W.P. Putrajaya,female,bumi_malay,45-49,2.3
1/1/2021,W.P. Putrajaya,female,bumi_malay,50-54,1.5
1/1/2021,W.P. Putrajaya,female,bumi_malay,55-59,1.1
1/1/2021,W.P. Putrajaya,female,bumi_malay,60-64,0.8
1/1/2021,W.P. Putrajaya,female,bumi_malay,65-69,0.4
1/1/2021,W.P. Putrajaya,female,bumi_malay,70-74,0.3
1/1/2021,W.P. Putrajaya,female,bumi_malay,75-79,0.1
1/1/2021,W.P. Putrajaya,female,bumi_malay,80-84,0.1
1/1/2021,W.P. Putrajaya,female,bumi_malay,85+,0
1/1/2022,Johor,male,bumi_malay,15-19,99.2
1/1/2022,Johor,male,bumi_malay,20-24,103.4
1/1/2022,Johor,male,bumi_malay,25-29,92.3
1/1/2022,Johor,male,bumi_malay,30-34,90.1
1/1/2022,Johor,male,bumi_malay,35-39,87.5
1/1/2022,Johor,male,bumi_malay,40-44,73.3
1/1/2022,Johor,male,bumi_malay,45-49,59.3
1/1/2022,Johor,male,bumi_malay,50-54,54.1
1/1/2022,Johor,male,bumi_malay,55-59,50.1
1/1/2022,Johor,male,bumi_malay,60-64,42.5
1/1/2022,Johor,male,bumi_malay,65-69,28.3
1/1/2022,Johor,male,bumi_malay,70-74,18.4
1/1/2022,Johor,male,bumi_malay,75-79,10
1/1/2022,Johor,male,bumi_malay,80-84,5.6
1/1/2022,Johor,male,bumi_malay,85+,5.2
1/1/2022,Johor,female,bumi_malay,15-19,93.5
1/1/2022,Johor,female,bumi_malay,20-24,97.1
1/1/2022,Johor,female,bumi_malay,25-29,86.6
1/1/2022,Johor,female,bumi_malay,30-34,85.7
1/1/2022,Johor,female,bumi_malay,35-39,85.3
1/1/2022,Johor,female,bumi_malay,40-44,70.8
1/1/2022,Johor,female,bumi_malay,45-49,57.8
1/1/2022,Johor,female,bumi_malay,50-54,55.9
1/1/2022,Johor,female,bumi_malay,55-59,50.7
1/1/2022,Johor,female,bumi_malay,60-64,43.1
1/1/2022,Johor,female,bumi_malay,65-69,30.3
1/1/2022,Johor,female,bumi_malay,70-74,19.3
1/1/2022,Johor,female,bumi_malay,75-79,11.4
1/1/2022,Johor,female,bumi_malay,80-84,6.7
1/1/2022,Johor,female,bumi_malay,85+,4.8
1/1/2022,Kedah,male,bumi_malay,15-19,72.1
1/1/2022,Kedah,male,bumi_malay,20-24,85.8
1/1/2022,Kedah,male,bumi_malay,25-29,81.1
1/1/2022,Kedah,male,bumi_malay,30-34,62.5
1/1/2022,Kedah,male,bumi_malay,35-39,50.6
1/1/2022,Kedah,male,bumi_malay,40-44,45
1/1/2022,Kedah,male,bumi_malay,45-49,43
1/1/2022,Kedah,male,bumi_malay,50-54,39.8
1/1/2022,Kedah,male,bumi_malay,55-59,38
1/1/2022,Kedah,male,bumi_malay,60-64,32.6
1/1/2022,Kedah,male,bumi_malay,65-69,25.9
1/1/2022,Kedah,male,bumi_malay,70-74,18.7
1/1/2022,Kedah,male,bumi_malay,75-79,10.1
1/1/2022,Kedah,male,bumi_malay,80-84,6
1/1/2022,Kedah,male,bumi_malay,85+,4.3
1/1/2022,Kedah,female,bumi_malay,15-19,67.3
1/1/2022,Kedah,female,bumi_malay,20-24,79.3
1/1/2022,Kedah,female,bumi_malay,25-29,77.8
1/1/2022,Kedah,female,bumi_malay,30-34,60.6
1/1/2022,Kedah,female,bumi_malay,35-39,54.5
1/1/2022,Kedah,female,bumi_malay,40-44,46.9
1/1/2022,Kedah,female,bumi_malay,45-49,43.9
1/1/2022,Kedah,female,bumi_malay,50-54,44.3
1/1/2022,Kedah,female,bumi_malay,55-59,40.5
1/1/2022,Kedah,female,bumi_malay,60-64,36
1/1/2022,Kedah,female,bumi_malay,65-69,29.1
1/1/2022,Kedah,female,bumi_malay,70-74,20.7
1/1/2022,Kedah,female,bumi_malay,75-79,12.7
1/1/2022,Kedah,female,bumi_malay,80-84,8.6
1/1/2022,Kedah,female,bumi_malay,85+,4.7
1/1/2022,Kelantan,male,bumi_malay,15-19,95.8
1/1/2022,Kelantan,male,bumi_malay,20-24,85.7
1/1/2022,Kelantan,male,bumi_malay,25-29,65.6
1/1/2022,Kelantan,male,bumi_malay,30-34,55.6
1/1/2022,Kelantan,male,bumi_malay,35-39,51.8
1/1/2022,Kelantan,male,bumi_malay,40-44,42.8
1/1/2022,Kelantan,male,bumi_malay,45-49,37.4
1/1/2022,Kelantan,male,bumi_malay,50-54,36.4
1/1/2022,Kelantan,male,bumi_malay,55-59,35
1/1/2022,Kelantan,male,bumi_malay,60-64,32
1/1/2022,Kelantan,male,bumi_malay,65-69,22.4
1/1/2022,Kelantan,male,bumi_malay,70-74,15.1
1/1/2022,Kelantan,male,bumi_malay,75-79,8.6
1/1/2022,Kelantan,male,bumi_malay,80-84,3.4
1/1/2022,Kelantan,male,bumi_malay,85+,1.9
1/1/2022,Kelantan,female,bumi_malay,15-19,91
1/1/2022,Kelantan,female,bumi_malay,20-24,91.4
1/1/2022,Kelantan,female,bumi_malay,25-29,65.2
1/1/2022,Kelantan,female,bumi_malay,30-34,53.6
1/1/2022,Kelantan,female,bumi_malay,35-39,50.5
1/1/2022,Kelantan,female,bumi_malay,40-44,41.9
1/1/2022,Kelantan,female,bumi_malay,45-49,39.5
1/1/2022,Kelantan,female,bumi_malay,50-54,40.3
1/1/2022,Kelantan,female,bumi_malay,55-59,39.1
1/1/2022,Kelantan,female,bumi_malay,60-64,35.3
1/1/2022,Kelantan,female,bumi_malay,65-69,25.4
1/1/2022,Kelantan,female,bumi_malay,70-74,17.1
1/1/2022,Kelantan,female,bumi_malay,75-79,10
1/1/2022,Kelantan,female,bumi_malay,80-84,5.4
1/1/2022,Kelantan,female,bumi_malay,85+,3.2
1/1/2022,Melaka,male,bumi_malay,15-19,36.7
1/1/2022,Melaka,male,bumi_malay,20-24,35.8
1/1/2022,Melaka,male,bumi_malay,25-29,27.3
1/1/2022,Melaka,male,bumi_malay,30-34,25.5
1/1/2022,Melaka,male,bumi_malay,35-39,25
1/1/2022,Melaka,male,bumi_malay,40-44,29.2
1/1/2022,Melaka,male,bumi_malay,45-49,14.3
1/1/2022,Melaka,male,bumi_malay,50-54,12.4
1/1/2022,Melaka,male,bumi_malay,55-59,11.5
1/1/2022,Melaka,male,bumi_malay,60-64,11
1/1/2022,Melaka,male,bumi_malay,65-69,7.8
1/1/2022,Melaka,male,bumi_malay,70-74,4.8
1/1/2022,Melaka,male,bumi_malay,75-79,2.3
1/1/2022,Melaka,male,bumi_malay,80-84,1.1
1/1/2022,Melaka,male,bumi_malay,85+,0.6
1/1/2022,Melaka,female,bumi_malay,15-19,33.3
1/1/2022,Melaka,female,bumi_malay,20-24,31.5
1/1/2022,Melaka,female,bumi_malay,25-29,29.5
1/1/2022,Melaka,female,bumi_malay,30-34,25.2
1/1/2022,Melaka,female,bumi_malay,35-39,23.5
1/1/2022,Melaka,female,bumi_malay,40-44,21.8
1/1/2022,Melaka,female,bumi_malay,45-49,22.1
1/1/2022,Melaka,female,bumi_malay,50-54,13.1
1/1/2022,Melaka,female,bumi_malay,55-59,12.7
1/1/2022,Melaka,female,bumi_malay,60-64,11.6
1/1/2022,Melaka,female,bumi_malay,65-69,8.9
1/1/2022,Melaka,female,bumi_malay,70-74,5.6
1/1/2022,Melaka,female,bumi_malay,75-79,2.8
1/1/2022,Melaka,female,bumi_malay,80-84,1.5
1/1/2022,Melaka,female,bumi_malay,85+,0.9
1/1/2022,Negeri Sembilan,male,bumi_malay,15-19,31.6
1/1/2022,Negeri Sembilan,male,bumi_malay,20-24,31.5
1/1/2022,Negeri Sembilan,male,bumi_malay,25-29,27.1
1/1/2022,Negeri Sembilan,male,bumi_malay,30-34,30.9
1/1/2022,Negeri Sembilan,male,bumi_malay,35-39,30.4
1/1/2022,Negeri Sembilan,male,bumi_malay,40-44,24.1
1/1/2022,Negeri Sembilan,male,bumi_malay,45-49,17.7
1/1/2022,Negeri Sembilan,male,bumi_malay,50-54,14.8
1/1/2022,Negeri Sembilan,male,bumi_malay,55-59,15
1/1/2022,Negeri Sembilan,male,bumi_malay,60-64,14.3
1/1/2022,Negeri Sembilan,male,bumi_malay,65-69,10.2
1/1/2022,Negeri Sembilan,male,bumi_malay,70-74,6.7
1/1/2022,Negeri Sembilan,male,bumi_malay,75-79,2.7
1/1/2022,Negeri Sembilan,male,bumi_malay,80-84,1.4
1/1/2022,Negeri Sembilan,male,bumi_malay,85+,0.4
1/1/2022,Negeri Sembilan,female,bumi_malay,15-19,27.8
1/1/2022,Negeri Sembilan,female,bumi_malay,20-24,33.7
1/1/2022,Negeri Sembilan,female,bumi_malay,25-29,26.8
1/1/2022,Negeri Sembilan,female,bumi_malay,30-34,29.9
1/1/2022,Negeri Sembilan,female,bumi_malay,35-39,29.5
1/1/2022,Negeri Sembilan,female,bumi_malay,40-44,22.5
1/1/2022,Negeri Sembilan,female,bumi_malay,45-49,18.4
1/1/2022,Negeri Sembilan,female,bumi_malay,50-54,15.5
1/1/2022,Negeri Sembilan,female,bumi_malay,55-59,16.8
1/1/2022,Negeri Sembilan,female,bumi_malay,60-64,15.2
1/1/2022,Negeri Sembilan,female,bumi_malay,65-69,10.9
1/1/2022,Negeri Sembilan,female,bumi_malay,70-74,6.9
1/1/2022,Negeri Sembilan,female,bumi_malay,75-79,3
1/1/2022,Negeri Sembilan,female,bumi_malay,80-84,1.7
1/1/2022,Negeri Sembilan,female,bumi_malay,85+,0.6
1/1/2022,Pahang,male,bumi_malay,15-19,62.8
1/1/2022,Pahang,male,bumi_malay,20-24,49.3
1/1/2022,Pahang,male,bumi_malay,25-29,40.3
1/1/2022,Pahang,male,bumi_malay,30-34,43.2
1/1/2022,Pahang,male,bumi_malay,35-39,46.6
1/1/2022,Pahang,male,bumi_malay,40-44,46.3
1/1/2022,Pahang,male,bumi_malay,45-49,31.6
1/1/2022,Pahang,male,bumi_malay,50-54,26.1
1/1/2022,Pahang,male,bumi_malay,55-59,22.4
1/1/2022,Pahang,male,bumi_malay,60-64,19.8
1/1/2022,Pahang,male,bumi_malay,65-69,14.4
1/1/2022,Pahang,male,bumi_malay,70-74,11.8
1/1/2022,Pahang,male,bumi_malay,75-79,6.2
1/1/2022,Pahang,male,bumi_malay,80-84,3.3
1/1/2022,Pahang,male,bumi_malay,85+,3.1
1/1/2022,Pahang,female,bumi_malay,15-19,56.1
1/1/2022,Pahang,female,bumi_malay,20-24,47
1/1/2022,Pahang,female,bumi_malay,25-29,37.5
1/1/2022,Pahang,female,bumi_malay,30-34,42
1/1/2022,Pahang,female,bumi_malay,35-39,46
1/1/2022,Pahang,female,bumi_malay,40-44,43.1
1/1/2022,Pahang,female,bumi_malay,45-49,33.1
1/1/2022,Pahang,female,bumi_malay,50-54,26.1
1/1/2022,Pahang,female,bumi_malay,55-59,22.8
1/1/2022,Pahang,female,bumi_malay,60-64,20.7
1/1/2022,Pahang,female,bumi_malay,65-69,15.5
1/1/2022,Pahang,female,bumi_malay,70-74,12.1
1/1/2022,Pahang,female,bumi_malay,75-79,6.7
1/1/2022,Pahang,female,bumi_malay,80-84,3.8
1/1/2022,Pahang,female,bumi_malay,85+,2.8
1/1/2022,Perak,male,bumi_malay,15-19,68.6
1/1/2022,Perak,male,bumi_malay,20-24,66.9
1/1/2022,Perak,male,bumi_malay,25-29,54.7
1/1/2022,Perak,male,bumi_malay,30-34,49.8
1/1/2022,Perak,male,bumi_malay,35-39,53.1
1/1/2022,Perak,male,bumi_malay,40-44,47.8
1/1/2022,Perak,male,bumi_malay,45-49,32.9
1/1/2022,Perak,male,bumi_malay,50-54,30.8
1/1/2022,Perak,male,bumi_malay,55-59,30
1/1/2022,Perak,male,bumi_malay,60-64,29
1/1/2022,Perak,male,bumi_malay,65-69,20.7
1/1/2022,Perak,male,bumi_malay,70-74,13.6
1/1/2022,Perak,male,bumi_malay,75-79,6.5
1/1/2022,Perak,male,bumi_malay,80-84,3.2
1/1/2022,Perak,male,bumi_malay,85+,1.3
1/1/2022,Perak,female,bumi_malay,15-19,62.8
1/1/2022,Perak,female,bumi_malay,20-24,64.7
